chts_vid,dvmt
11283301,37.518465
11283302,13.546956
11283303,21.685787
11283571,68.689338
11283572,18.662898
11283573,35.647942
11283782,22.283722
11283791,27.688707
11283792,43.229392
11283851,5.339453
11283941,60.112182
11284072,8.390196
11285252,41.454383
11285311,24.721827
11285441,5.637969
11287402,6.706162
11287521,361.927523
11287621,3.55846
11287622,7.975471
11287831,18.258361
11287931,32.585148
11288111,17.045059
11288112,19.385307
11288921,142.568088
11289091,2.025422
11289561,25.996626
11290201,121.707321
11290202,31.952605
11290341,65.181907
11290342,4.724957
11290931,35.706164
11291021,5.969182
11291023,17.513498
11291141,24.362913
11291181,22.64503
11291182,31.145143
11291183,29.834504
11291342,36.064776
11291391,7.401446
11291441,6.629333
11291631,22.623381
11291861,32.495379
11292061,8.564924
11292062,4.282462
11292281,8.226994
11292341,2.711961
11292661,4.25759
11292731,9.053174
11292732,9.053174
11293171,6.190102
11293281,64.42839
11293392,3.737768
11293811,8.095128
11293871,2.736776
11293872,55.672054
11293891,1.92053
11294171,17.586748
11294651,155.176615
11294821,6.501644
11295041,66.37016
11295042,22.201263
11295781,1.215304
11295782,12.823574
11295881,34.059493
11295901,21.11653
11295903,5.988333
11295922,143.216654
11296211,21.622904
11296291,14.64238
11296901,11.383998
11296941,51.651627
11297211,9.639467
11297212,36.233963
11297222,25.087767
11297223,7.285806
11297881,5.544105
11298001,1.098306
11298002,8.169981
11298003,16.32675
11298622,7.706399
11300131,56.609845
11300132,4.836424
11300133,3.820398
11300761,16.489199
11300961,71.224215
11300962,19.104365
11300963,36.770998
11300964,73.25319967
11301551,5.787974
11301552,10.018906
11301581,5.437539
11301771,6.017611
11302191,34.404534
11302321,39.177247
11302593,9.88984
11303041,7.160236
11303191,5.70132
11303541,27.371799
11303542,26.909398
11303871,4.488165
11304221,32.78715
11304222,34.989799
11304661,24.707164
11304662,6.56154
11304871,5.543494
11304872,14.297831
11305541,64.497724
11305631,5.037483
11305632,17.335662
11306041,140.410439
11306141,14.64765767
11306551,42.03028
11306741,115.362725
11308071,28.703483
11308971,3.28371
11308972,54.235336
11309031,11.251428
11309032,99.493379
11309291,24.407883
11309292,18.372008
11309491,172.397115
11309492,2.245147
11309771,14.572911
11310211,9.750179
11310212,15.977049
11311301,26.04077
11311302,12.149987
11311371,227.94099
11311651,5.016449
11311652,9.844136
11312401,28.969301
11312402,47.176473
11312681,6.853053
11312731,5.510737
11313081,11.729135
11313172,18.880212
11313491,5.379962
11313801,54.935513
11313803,34.082482
11313851,24.658309
11313852,20.611889
11313961,66.586218
11314181,37.356469
11314201,42.688575
11314202,28.234461
11314751,3.041902
11315291,30.107798
11315292,5.564518
11316132,6.817884
11316541,74.481354
11316601,41.294815
11316861,245.545372
11316862,7.583026
11316881,238.623882
11316883,3.869194
11316911,9.798748
11316912,86.750809
11316951,64.43228933
11317211,11.480485
11317731,15.909225
11318361,34.745664
11319861,56.630415
11319921,91.512423
11319922,4.906836
11320071,11.109297
11320072,120.86007
11320591,51.016675
11320592,49.162114
11320681,3.675506
11320911,2.950184
11321191,27.597653
11321321,49.48994433
11321323,22.222044
11321391,19.304899
11321561,3.293434
11321562,5.834181
11321651,0.299188
11321981,7.079663
11322101,48.879606
11323721,37.152808
11324161,7.009162
11324162,4.914112
11324671,1.678624
11324681,28.800127
11324682,25.194126
11325191,24.189369
11325481,12.431985
11325482,7.556445
11325483,10.838296
11325641,3.490013
11325741,42.224668
11326301,32.663947
11326641,17.583636
11327411,12.870245
11327413,0.48442
11327591,10.517256
11327592,20.006385
11327901,124.334577
11328901,8.018407
11328902,86.231459
11328911,9.966694
11329071,12.251589
11329511,264.307245
11329522,224.36519
11329523,44.412915
11329551,10.954302
11329701,34.649013
11329861,1.32817
11329862,31.028306
11329931,20.288418
11330131,21.067697
11330361,30.198387
11330362,24.352291
11331541,8.504282
11331542,1.166028
11332601,34.770497
11332602,44.492182
11332603,14.47141
11332604,7.107876
11332761,42.282501
11332763,14.798861
11332801,28.624678
11332851,13.475044
11333142,2.12165
11333152,34.956182
11333951,2.789745
11334191,10.111004
11334481,10.965477
11334541,10.446851
11335241,11.02821
11335451,57.396464
11335452,47.81819
11335591,9.97663
11335592,30.291375
11335911,64.586137
11335912,26.567478
11336182,28.026074
11336731,32.497335
11337182,18.704126
11337311,176.323734
11337441,13.52348667
11337461,10.232337
11337462,7.919269
11337682,9.229533
11337911,11.578892
11337912,11.56804
11337951,10.521777
11339691,34.306621
11339692,23.769044
11340351,34.50552
11340352,28.006263
11340561,0.977777
11340651,57.813053
11340761,2.622572
11340901,27.105591
11340903,26.302144
11341122,153.926458
11341352,28.533704
11341353,92.717431
11341542,11.323776
11341741,4.841084
11341752,8.843245
11342391,54.800114
11342821,43.408
11343251,9.298023
11343252,5.414802
11343671,15.92019
11343672,9.097569
11344701,24.622581
11345511,26.100852
11346641,11.504411
11346751,25.425551
11346752,15.411134
11347211,28.003838
11347212,31.485864
11347421,46.83746
11347422,30.132601
11348002,12.456393
11348781,19.535202
11348782,9.291122
11348901,110.762147
11349132,81.641943
11349561,11.988139
11349562,86.547239
11349891,70.896503
11349961,80.552101
11349962,49.904549
11350381,78.056116
11350382,44.746843
11350721,144.33115
11350781,11.30187
11351141,42.424655
11351171,16.151814
11351451,14.492296
11351462,48.766209
11351463,25.01339
11351541,57.07707
11351542,34.71718
11351571,36.421605
11351842,5.103589
11351871,4.353184
11351911,52.01255567
11352021,9.509163
11352391,11.511923
11352392,12.186037
11352571,12.32327
11352911,8.107267
11352912,1.085099
11352913,16.70762
11352941,22.75057
11352942,7.422059
11353171,64.980555
11353172,37.388555
11354091,21.37956
11354092,17.460163
11354311,17.699117
11354381,7.561777
11354382,4.426102
11354741,18.16769
11354781,57.436791
11354941,6.728108
11354942,99.351609
11355721,4.855556
11356011,8.497154
11356301,18.078366
11356841,15.496186
11357402,37.951878
11357771,6.84307
11358021,52.621683
11358022,50.512871
11358231,17.77432967
11358361,81.950211
11358431,54.178733
11358671,2.148401
11358761,43.2193
11359061,24.340941
11359062,34.527779
11359251,189.317356
11359252,112.785653
11359461,13.797003
11359462,28.299822
11359551,25.890214
11359552,19.836755
11359761,27.041544
11360041,32.7515
11360042,11.157432
11360191,20.002502
11360192,3.025948
11360391,41.252539
11360691,17.290544
11360711,18.947804
11361021,16.094854
11361191,3.487169
11361221,102.051301
11362362,153.802607
11363631,50.496783
11363701,96.270698
11363702,25.261533
11363951,7.376568
11363952,7.212509
11364191,15.248292
11364192,34.513143
11364481,205.577551
11364482,203.647624
11364951,12.31853
11365391,22.103837
11365751,13.302472
11366171,1.47381
11366512,23.799342
11367061,195.429285
11367062,40.946647
11367321,2.744825
11367581,6.078851
11367681,13.141596
11367941,3.795989
11367942,4.109406
11368681,5.682983
11368721,17.124648
11368722,11.788286
11369031,20
11369631,6.502997
11369641,99.074814
11369642,3.00596
11369891,23.513338
11369893,23.1963
11370731,44.760462
11370971,22.014262
11370981,27.185982
11371441,9.502765
11371461,56.901375
11371463,49.120949
11371792,3.634348
11372192,53.776544
11372201,8.007175
11372202,7.981415
11372321,22.844888
11372331,5.132517
11372351,24.971758
11372621,109.362791
11372622,31.418656
11373731,65.631392
11373732,37.827724
11373811,2.306466
11374001,7.306679
11374111,18.218068
11374112,8.593236
11374861,22.311338
11374991,48.047977
11375291,26.31102
11375491,41.895907
11375492,42.228295
11376001,12.067646
11376041,60.855241
11376042,28.087911
11376481,16.705981
11376482,20.149991
11378171,9.954069
11378701,8.500433
11378711,74.302964
11378811,57.116664
11378951,23.335593
11378952,11.134801
11379401,23.307484
11379851,3.580904
11379852,59.304946
11379854,27.547228
11379991,4.895561
11380101,101.946931
11380491,48.008997
11380841,4.768484
11381221,7.675704
11381271,68.492467
11381511,67.275343
11381512,56.715533
11381513,74.242552
11381601,33.206107
11382971,5.699044
11382972,29.052598
11383231,41.367207
11383232,4.021923
11383322,6.168917
11383451,64.304558
11383701,32.008045
11383702,5.796351
11383851,19.915528
11383852,20.68075
11383911,6.273378
11384111,15.024778
11384112,24.16331
11385311,4.518029
11385312,48.219544
11385341,78.429567
11385581,71.805023
11386231,59.643925
11386331,15.997751
11386332,12.737058
11386461,20.056184
11386862,46.050276
11387071,41.950722
11387072,6.71652
11387251,93.244351
11387301,41.125993
11387411,60
11387901,7.827386
11388251,5.655502
11388252,16.831057
11388253,5.429233
11388532,24.073744
11388721,69.798698
11388722,5.6558
11388811,13.24793
11388821,41.067064
11389171,8.133148
11389311,7.604173
11389942,13.34583
11390291,12.218844
11390631,32.236258
11390632,19.390025
11390633,5.426018
11391051,11.852833
11391072,13.022047
11391531,16.314845
11391581,51.875819
11391582,4.968515
11392081,48.618615
11392211,6.218532
11392871,26.501874
11393111,6.5526
11394041,23.923873
11394161,37.430806
11394221,34.672904
11395072,6.108385
11395081,6.016726
11395832,7.763346
11395851,8.370224
11395852,9.470379
11396061,166.973409
11396062,4.783449
11396871,58.800903
11396873,8.794247
11396874,38.024161
11396981,41.342721
11397451,35.176759
11397452,5.369479
11397454,6.938339
11397891,7.641952
11397941,20.336624
11397942,63.013528
11398181,38.154855
11398381,22.516977
11398383,60.85365
11398451,104.816731
11398452,9.087083
11398711,56.23159
11398821,48.788336
11398822,27.946518
11399131,7.181071
11399231,9.587287
11399451,20.873019
11399811,2.024922
11400061,14.32715
11400062,20.892777
11400261,128.830831
11400262,238.364328
11400331,9.246046
11400591,8.753976
11400592,8.816861
11400594,8.177094
11401471,46.177531
11401681,22.513397
11401682,16.125085
11401911,95.449001
11402001,29.054105
11402182,199.8704653
11402271,4.325731
11403201,26.656222
11403211,28.740606
11403291,29.363718
11403431,28.866793
11403432,130.916609
11403433,21.957369
11403891,32.255762
11403892,26.043501
11404931,7.083485
11405141,14.735875
11405351,66.701388
11405652,4.879069
11406071,9.619771
11406241,38.370744
11406271,19.851692
11406571,11.364847
11406572,7.89738
11407301,4.921188
11407302,41.533265
11407304,56.34901533
11407305,7.006437
11407351,15.338993
11407352,5.103257
11408002,33.160466
11408741,23.134036
11409181,11.622591
11410532,5.696591
11410761,8.197185
11411131,23.761408
11411132,68.798865
11411501,8.434093
11411502,10.225658
11411531,24.938927
11411532,37.239389
11411581,55.252746
11411582,205.557979
11411851,34.336295
11411852,26.246725
11412351,11.032235
11412352,20.52596
11412491,8.63641
11412493,12.311169
11412531,3.792512
11412671,74.922501
11412673,40.695991
11412741,10.937448
11412871,20.194245
11412872,59.366998
11413491,97.987706
11413541,19.196794
11414601,13.779721
11414602,15.475329
11414861,35.9291
11415461,14.503993
11415701,55.835589
11416101,17.007893
11416311,11.499116
11416481,14.835299
11416861,94.411887
11416862,23.152689
11417192,61.408862
11417391,1.809648
11417392,2.077667
11417611,6.285541
11417612,143.865377
11417741,43.77549233
11417743,24.45064667
11417981,11.034187
11417982,1.374098
11418561,14.688904
11418571,14.354397
11418572,1.908568
11418661,12.485642
11418662,16.205519
11418731,101.373021
11418741,4.59499
11419041,5.967509
11419982,10.004347
11420121,37.099454
11420122,29.911002
11420301,17.014379
11420303,28.001052
11420451,13.791442
11420511,11.237128
11421832,15.497384
11422691,28.473445
11422692,38.502129
11423582,15.738009
11423711,30.560921
11423731,10.591947
11423732,7.9052
11423751,25.177179
11424041,16.220993
11424042,26.27964
11424431,45.032244
11424432,41.01384
11424541,21.888394
11424542,8.606289333
11424691,4.264781
11424741,31.11503333
11426121,17.949775
11426122,17.352998
11426711,6.926748
11427011,32.538747
11427012,20.252159
11427013,35.853978
11427082,1.424803
11427151,49.507562
11427641,33.862559
11427642,35.028664
11427643,28.010027
11427802,9.529326
11427891,35.859038
11428421,59.101276
11428422,5.448984
11428461,36.833815
11428462,142.617291
11428501,70.458739
11428502,18.04286
11428741,12.405852
11428742,22.336628
11428901,4.857798
11428902,34.704918
11429232,0.333962
11429881,54.208135
11429882,42.719324
11429992,8.05636
11430191,25.884814
11430251,25.031315
11430252,4.980539
11430321,6.65482
11430611,32.823974
11430612,14.489574
11430621,5.502239
11430712,72.332874
11430713,11.097927
11431781,14.005322
11431782,10.677876
11431811,41.474539
11431812,110.546578
11431941,4.906245
11431942,3.009694
11432161,20.87738
11432191,7.020311
11432221,32.296435
11432331,26.92386333
11432332,12.913253
11432391,23.999991
11432392,27.888992
11432461,21.04894
11432741,16.915482
11433433,60.971091
11433471,19.215182
11433551,10.256646
11433601,11.999825
11433851,16.812062
11433852,3.167406
11434231,78.073838
11434232,110.572491
11434551,26.833089
11434702,11.439722
11434751,13.058054
11435051,24.113017
11435961,51.459095
11435962,16.557581
11436231,40.894974
11436281,2.027409
11436571,29.380269
11436661,1.446914
11436761,41.733426
11436762,4.059552
11437401,20
11437611,18.484
11438011,7.309199
11439182,33.280295
11439671,14.180677
11439831,4.802134
11439832,3.485082
11440161,15.238151
11440271,12.127042
11440291,25.234368
11440292,17.57427
11440361,21.425195
11440522,17.776042
11440621,20.249057
11440622,27.67774
11440623,9.772074
11440851,44.373533
11441052,30.613815
11441131,27.853524
11441171,54.308339
11441741,18.606484
11441842,5.292395
11442291,6.37335
11442312,38.13102
11442411,72.775204
11442441,47.748117
11442442,32.67244967
11442891,5.918336
11443761,2.87413
11443762,3.630405
11443931,12.277549
11444011,10.532466
11444171,77.53376
11444571,232.543828
11444581,96.258363
11444801,26.585818
11444802,8.886012
11444811,16.839528
11445121,86.060759
11445122,36.566649
11445671,122.426758
11445891,9.789066
11445931,4.088842
11446211,16.865684
11446212,5.885894
11446391,45.92472
11446641,6.174829
11446642,14.121882
11446671,14.098565
11447041,23.375089
11447042,54.824599
11447051,111.473039
11447061,21.058064
11447062,28.020866
11447211,75.187747
11447212,6.528264
11447291,69.547657
11447292,3.815986
11447732,3.493085
11447911,14.925858
11448093,31.260807
11448331,3.385595
11448831,8.115711
11448832,7.642347
11448833,10.208904
11448891,26.379954
11448951,15.248305
11449311,16.422249
11449321,46.625614
11449322,28.676446
11449631,3.782892
11450141,26.493217
11450142,24.406215
11450401,13.374496
11450403,6.657861
11451842,119.047855
11451921,2.253444
11451942,2.106225
11451951,10.682799
11452391,82.541714
11452393,45.383183
11453031,7.133102
11453032,5.945628
11453101,2.35299
11453511,27.046419
11453531,6.912139
11453881,29.586748
11454071,25.027208
11454072,7.295235
11454581,149.777978
11454611,12.973365
11454691,31.381226
11454891,24.120869
11455431,39.919933
11455541,33.619905
11455881,9.242172
11455882,6.066601
11455883,7.759407667
11456541,68.656835
11456542,11.86677
11456981,27.054018
11457051,73.358672
11457762,150.622025
11458481,66.026249
11458551,6.568726
11458552,15.804589
11458622,54.724483
11459491,22.218272
11459562,1.421507
11459563,13.4255
11460061,19.597774
11460062,20.644468
11460411,27.997626
11460471,38.164547
11461301,58.671499
11461302,42.033994
11461741,98.820852
11462672,10.014725
11463111,16.628997
11463831,8.404824
11463832,8.371009
11464281,32.144204
11464282,53.189253
11464291,78.819442
11464292,28.27593
11464521,16.065917
11464571,8.916609
11465051,66.483183
11465241,6.964356
11465421,14.536826
11465441,16.774005
11465442,16.089938
11465521,20.846032
11465791,8.256672
11466011,18.538305
11466781,11.104181
11466782,11.914126
11466851,8.409687
11466852,24.36561
11467181,18.87817
11467201,2.969774
11467711,6.62747
11467912,20.62725
11468721,19.795329
11468723,70.418775
11468724,4.179172
11468941,48.8277
11469301,20.393494
11469302,36.199848
11469303,12.227524
11469304,20.629351
11469441,55.957223
11469591,41.881476
11469592,5.349823
11469621,61.288859
11469622,7.759393
11469623,5.97729
11469811,57.670284
11470263,35.730126
11470264,38.973037
11470841,19.468621
11470842,10.033254
11471031,84.900296
11471471,35.733182
11471631,13.877551
11472221,40.521424
11472222,10.159301
11473091,38.971156
11473092,49.767639
11473652,3.824356
11473871,15.375891
11473931,25.024342
11473932,44.898784
11473933,44.184931
11474071,166.666551
11474072,40.369746
11475041,23.23596
11475042,161.313885
11475191,56.150844
11475192,16.052318
11475193,57.468954
11475194,14.370562
11475401,41.601127
11475741,29.92902
11475742,18.549912
11475911,15.751855
11476131,27.482825
11476501,153.906136
11476502,14.820508
11476751,16.206211
11476752,29.349229
11476991,42.055447
11476992,20.613166
11477261,11.07625
11477271,6.776705
11477391,12.396917
11477392,24.945615
11477412,5.148173
11477441,23.976128
11477621,47.132615
11477622,6.113541
11478061,37.96655
11478062,32.090801
11478131,16.008155
11478331,40.547688
11478332,18.377868
11478422,3.184284
11478762,3.787705
